T_amb (F), RH_amb (%), Tmains (F), Draw Volume(gal), T_tank (F), E_consumed (Btu), E_delivered (Btu), E_tankloss (Btu) 
71.0,14.5502,50.0784,[ 0.],[ 123.26605783],0,[ 0.],[ 128.70431254]
71.0,14.5502,50.0784,[ 0.],[ 123.26031471],0,[ 0.],[ 128.6901702]
71.0,14.5502,50.0784,[ 0.],[ 123.25457222],0,[ 0.],[ 128.67602941]
71.0,14.5502,50.0784,[ 0.],[ 123.24883036],0,[ 0.],[ 128.66189017]
71.0,14.3927,50.0784,[ 0.],[ 123.24308913],0,[ 0.],[ 128.64775249]
71.0,14.3927,50.0784,[ 0.],[ 123.23734853],0,[ 0.],[ 128.63361636]
71.0,14.3927,50.0784,[ 0.],[ 123.23160857],0,[ 0.],[ 128.61948179]
71.0,14.3927,50.0784,[ 0.],[ 123.22586923],0,[ 0.],[ 128.60534877]
71.0,14.3927,50.0784,[ 0.],[ 123.22013052],0,[ 0.],[ 128.5912173]
71.0,14.3927,50.0784,[ 0.],[ 123.21439245],0,[ 0.],[ 128.57708738]
71.0,14.3927,50.0784,[ 0.],[ 123.20865501],0,[ 0.],[ 128.56295902]
71.0,14.3927,50.0784,[ 0.],[ 123.20291819],0,[ 0.],[ 128.54883221]
71.0,14.3927,50.0784,[ 0.],[ 123.19718201],0,[ 0.],[ 128.53470695]
71.0,14.3927,50.0784,[ 0.],[ 123.19144645],0,[ 0.],[ 128.52058324]
71.0,14.3927,50.0784,[ 0.],[ 123.18571153],0,[ 0.],[ 128.50646109]
71.0,14.3927,50.0784,[ 0.],[ 123.17997724],0,[ 0.],[ 128.49234049]
71.0,14.3927,50.0784,[ 0.],[ 123.17424358],0,[ 0.],[ 128.47822144]
71.0,14.3927,50.0784,[ 0.],[ 123.16851054],0,[ 0.],[ 128.46410394]
71.0,14.3927,50.0784,[ 0.],[ 123.16277814],0,[ 0.],[ 128.44998799]
71.0,14.3927,50.0784,[ 0.],[ 123.15704637],0,[ 0.],[ 128.43587359]
71.0,14.3927,50.0784,[ 0.],[ 123.15131522],0,[ 0.],[ 128.42176074]
71.0,14.3927,50.0784,[ 0.],[ 123.14558471],0,[ 0.],[ 128.40764945]
71.0,14.3927,50.0784,[ 0.],[ 123.13985483],0,[ 0.],[ 128.3935397]
71.0,14.3927,50.0784,[ 0.],[ 123.13412557],0,[ 0.],[ 128.37943151]
71.0,14.3927,50.0784,[ 0.],[ 123.12839695],0,[ 0.],[ 128.36532486]
71.0,14.3927,50.0784,[ 0.],[ 123.12266895],0,[ 0.],[ 128.35121977]
71.0,14.3927,50.0784,[ 1.38027789],[ 120.91068605],0,[ 811.43782414],[ 122.90424806]
71.0,14.3927,50.0784,[ 1.42338184],[ 118.69999603],0,[ 810.66177003],[ 117.46046004]
71.0,14.3927,50.0784,[ 1.46923702],[ 116.49066501],0,[ 809.83699755],[ 112.02001855]
71.0,14.3927,50.0784,[ 1.518114],[ 114.9564733],255.9,[ 817.44734589],[ 108.24209655]
71.0,14.3927,50.0784,[ 1.55401331],[ 113.42305564],255.9,[ 817.00021679],[ 104.46608063]
71.0,14.3927,50.0784,[ 1.59163213],[ 111.8904406],255.9,[ 816.53205353],[ 100.69204116]
71.0,14.3927,50.0784,[ 1.63109628],[ 110.35865882],255.9,[ 816.04134587],[ 96.92005358]
71.0,14.3927,50.0784,[ 1.67254407],[ 108.82774321],255.9,[ 815.52643615],[ 93.15019893]
71.0,14.3927,50.0784,[ 1.71612794],[ 107.29772918],255.9,[ 814.98550103],[ 89.38256441]
71.0,14.3927,50.0784,[ 1.76201628],[ 105.76865489],255.9,[ 814.41653028],[ 85.61724399]
71.0,14.3927,50.0784,[ 1.81039555],[ 104.24056157],255.9,[ 813.81730237],[ 81.85433918]
71.0,14.3927,50.0784,[ 1.86147278],[ 102.71349381],255.9,[ 813.18535608],[ 78.0939598]
71.0,14.3927,50.0784,[ 1.91547848],[ 101.18749997],255.9,[ 812.51795742],[ 74.33622492]
71.0,14.3927,50.0784,[ 1.97267002],[ 99.66263259],255.9,[ 811.81206101],[ 70.58126394]
71.0,14.3927,50.0784,[ 0.],[ 100.34461854],255.9,[ 0.],[ 72.26064319]
71.0,14.3927,50.0784,[ 0.],[ 101.02652955],255.9,[ 0.],[ 73.93983791]
71.0,14.3927,50.0784,[ 0.],[ 101.70836564],255.9,[ 0.],[ 75.61884811]
71.0,14.3927,50.0784,[ 0.],[ 102.3901268],255.9,[ 0.],[ 77.29767381]
71.0,14.3927,50.0784,[ 0.],[ 103.07181304],255.9,[ 0.],[ 78.97631505]
71.0,14.3927,50.0784,[ 0.],[ 103.75342438],255.9,[ 0.],[ 80.65477183]
71.0,14.3927,50.0784,[ 0.],[ 104.43496083],255.9,[ 0.],[ 82.33304417]
71.0,14.3927,50.0784,[ 0.],[ 105.11642238],255.9,[ 0.],[ 84.01113211]
71.0,14.3927,50.0784,[ 0.],[ 105.79780906],255.9,[ 0.],[ 85.68903565]
71.0,14.3927,50.0784,[ 0.],[ 106.47912086],255.9,[ 0.],[ 87.36675482]
71.0,14.3927,50.0784,[ 0.],[ 107.1603578],255.9,[ 0.],[ 89.04428964]
71.0,14.3927,50.0784,[ 0.],[ 107.84151988],255.9,[ 0.],[ 90.72164013]
71.0,14.3927,50.0784,[ 0.],[ 108.52260712],255.9,[ 0.],[ 92.3988063]
71.0,14.3927,50.0784,[ 0.],[ 109.20361951],255.9,[ 0.],[ 94.07578819]
71.0,14.3927,50.0784,[ 0.],[ 109.88455708],255.9,[ 0.],[ 95.7525858]
71.0,14.3927,50.0784,[ 0.],[ 110.56541982],255.9,[ 0.],[ 97.42919916]
71.0,14.3927,50.0784,[ 0.],[ 111.24620774],255.9,[ 0.],[ 99.10562829]
71.0,14.3927,50.0784,[ 0.],[ 111.92692086],255.9,[ 0.],[ 100.78187322]
71.0,14.3927,50.0784,[ 0.],[ 112.60755918],255.9,[ 0.],[ 102.45793395]
71.0,14.3927,50.0784,[ 0.],[ 113.28812271],255.9,[ 0.],[ 104.13381051]
71.0,14.3927,50.0784,[ 0.],[ 113.96861146],255.9,[ 0.],[ 105.80950292]
71.0,14.3927,50.0784,[ 0.],[ 114.64902544],255.9,[ 0.],[ 107.48501121]
71.0,14.3927,50.0784,[ 0.],[ 115.32936465],255.9,[ 0.],[ 109.16033538]
71.0,14.3927,50.0784,[ 0.],[ 116.0096291],255.9,[ 0.],[ 110.83547547]
71.0,14.2607,50.0784,[ 0.],[ 116.6898188],255.9,[ 0.],[ 112.51043149]
71.0,14.2607,50.0784,[ 0.],[ 117.36993376],255.9,[ 0.],[ 114.18520346]
71.0,14.2607,50.0784,[ 0.],[ 118.04997399],255.9,[ 0.],[ 115.8597914]
71.0,14.2607,50.0784,[ 0.],[ 118.7299395],255.9,[ 0.],[ 117.53419533]
71.0,14.2607,50.0784,[ 0.],[ 119.40983029],255.9,[ 0.],[ 119.20841528]
71.0,14.2607,50.0784,[ 0.],[ 120.08964637],255.9,[ 0.],[ 120.88245126]
71.0,14.2607,50.0784,[ 0.],[ 120.76938775],255.9,[ 0.],[ 122.55630329]
71.0,14.2607,50.0784,[ 0.],[ 121.44905444],255.9,[ 0.],[ 124.2299714]
71.0,14.2607,50.0784,[ 0.],[ 122.12864644],255.9,[ 0.],[ 125.90345559]
71.0,14.2607,50.0784,[ 0.],[ 122.80816377],255.9,[ 0.],[ 127.57675591]
71.0,14.2607,50.0784,[ 0.],[ 123.48760643],255.9,[ 0.],[ 129.24987235]
71.0,14.2607,50.0784,[ 0.],[ 124.16697444],255.9,[ 0.],[ 130.92280495]
71.0,14.2607,50.0784,[ 0.],[ 124.84626779],255.9,[ 0.],[ 132.59555372]
71.0,14.2607,50.0784,[ 0.],125.0,[ 0.96528553],[ 0.],132.97411677
71.0,14.2607,50.0784,[ 0.],[ 124.99406635],0,[ 0.],[ 132.95950525]
71.0,14.2607,50.0784,[ 0.],[ 124.98813335],0,[ 0.],[ 132.94489534]
71.0,14.2607,50.0784,[ 0.],[ 124.982201],0,[ 0.],[ 132.93028703]
71.0,14.2607,50.0784,[ 0.],[ 124.97626931],0,[ 0.],[ 132.91568032]
71.0,14.2607,50.0784,[ 0.],[ 124.97033826],0,[ 0.],[ 132.90107523]
71.0,14.2607,50.0784,[ 0.],[ 124.96440787],0,[ 0.],[ 132.88647173]
71.0,14.2607,50.0784,[ 0.],[ 124.95847813],0,[ 0.],[ 132.87186984]
71.0,14.2607,50.0784,[ 0.],[ 124.95254904],0,[ 0.],[ 132.85726956]
71.0,14.2607,50.0784,[ 0.],[ 124.9466206],0,[ 0.],[ 132.84267088]
71.0,14.2607,50.0784,[ 0.],[ 124.94069282],0,[ 0.],[ 132.8280738]
71.0,14.2607,50.0784,[ 0.],[ 124.93476568],0,[ 0.],[ 132.81347833]
71.0,14.2607,50.0784,[ 0.],[ 124.9288392],0,[ 0.],[ 132.79888446]
71.0,14.2607,50.0784,[ 0.],[ 124.92291337],0,[ 0.],[ 132.7842922]
71.0,14.2607,50.0784,[ 0.],[ 124.91698819],0,[ 0.],[ 132.76970154]
71.0,14.2607,50.0784,[ 0.],[ 124.91106366],0,[ 0.],[ 132.75511248]
71.0,14.2607,50.0784,[ 0.],[ 124.90513978],0,[ 0.],[ 132.74052502]
71.0,14.2607,50.0784,[ 0.],[ 124.89921655],0,[ 0.],[ 132.72593917]
71.0,14.2607,50.0784,[ 0.],[ 124.89329397],0,[ 0.],[ 132.71135492]
71.0,14.2607,50.0784,[ 0.],[ 124.88737205],0,[ 0.],[ 132.69677228]
71.0,14.2607,50.0784,[ 0.],[ 124.88145077],0,[ 0.],[ 132.68219123]
71.0,14.2607,50.0784,[ 0.],[ 124.87553015],0,[ 0.],[ 132.66761179]
71.0,14.2607,50.0784,[ 0.],[ 124.86961017],0,[ 0.],[ 132.65303395]
71.0,14.2607,50.0784,[ 0.],[ 124.86369085],0,[ 0.],[ 132.63845771]
71.0,14.2607,50.0784,[ 0.],[ 124.85777217],0,[ 0.],[ 132.62388307]
71.0,14.2607,50.0784,[ 0.],[ 124.85185415],0,[ 0.],[ 132.60931004]
71.0,14.2607,50.0784,[ 0.],[ 124.84593678],0,[ 0.],[ 132.59473861]
71.0,14.2607,50.0784,[ 0.],[ 124.84002006],0,[ 0.],[ 132.58016877]
71.0,14.2607,50.0784,[ 0.],[ 124.83410398],0,[ 0.],[ 132.56560054]
71.0,14.2607,50.0784,[ 0.],[ 124.82818856],0,[ 0.],[ 132.55103391]
71.0,14.2607,50.0784,[ 0.],[ 124.82227379],0,[ 0.],[ 132.53646888]
71.0,14.2607,50.0784,[ 0.],[ 124.81635967],0,[ 0.],[ 132.52190545]
71.0,14.2607,50.0784,[ 0.],[ 124.81044619],0,[ 0.],[ 132.50734362]
71.0,14.2607,50.0784,[ 0.],[ 124.80453337],0,[ 0.],[ 132.49278339]
71.0,14.2607,50.0784,[ 0.],[ 124.7986212],0,[ 0.],[ 132.47822476]
71.0,14.2607,50.0784,[ 0.],[ 124.79270967],0,[ 0.],[ 132.46366773]
71.0,14.2607,50.0784,[ 0.],[ 124.7867988],0,[ 0.],[ 132.4491123]
71.0,14.2607,50.0784,[ 0.],[ 124.78088858],0,[ 0.],[ 132.43455847]
71.0,14.2607,50.0784,[ 0.],[ 124.774979],0,[ 0.],[ 132.42000624]
71.0,14.2607,50.0784,[ 0.131581],[ 124.55099524],0,[ 81.32931812],[ 131.86844989]
71.0,14.2607,50.0784,[ 0.],[ 124.54511092],0,[ 0.],[ 131.85395986]
71.0,14.2607,50.0784,[ 0.38658681],[ 123.9022975],0,[ 236.86530815],[ 130.27104231]
71.0,14.2607,50.0784,[ 0.],[ 123.89648446],0,[ 0.],[ 130.25672781]
71.0,14.2607,50.0784,[ 0.01164228],[ 123.87157832],0,[ 7.13036361],[ 130.19539685]
71.0,14.2607,50.0784,[ 0.],[ 123.86576867],0,[ 0.],[ 130.18109066]
71.0,14.2607,50.0784,[ 0.],[ 123.85995965],0,[ 0.],[ 130.16678605]
71.0,14.2607,50.0784,[ 0.],[ 123.85415127],0,[ 0.],[ 130.15248301]
71.0,14.2106,50.0784,[ 0.],[ 123.84834352],0,[ 0.],[ 130.13818153]
71.0,14.2106,50.0784,[ 0.],[ 123.84253642],0,[ 0.],[ 130.12388163]
71.0,14.2106,50.0784,[ 0.],[ 123.83672995],0,[ 0.],[ 130.10958331]
71.0,14.2106,50.0784,[ 0.],[ 123.83092412],0,[ 0.],[ 130.09528655]
71.0,14.2106,50.0784,[ 0.],[ 123.82511893],0,[ 0.],[ 130.08099136]
71.0,14.2106,50.0784,[ 0.],[ 123.81931438],0,[ 0.],[ 130.06669775]
71.0,14.2106,50.0784,[ 0.],[ 123.81351047],0,[ 0.],[ 130.0524057]
71.0,14.2106,50.0784,[ 0.],[ 123.80770719],0,[ 0.],[ 130.03811523]
71.0,14.2106,50.0784,[ 0.],[ 123.80190455],0,[ 0.],[ 130.02382632]
71.0,14.2106,50.0784,[ 0.],[ 123.79610255],0,[ 0.],[ 130.00953899]
71.0,14.2106,50.0784,[ 0.],[ 123.79030118],0,[ 0.],[ 129.99525322]
71.0,14.2106,50.0784,[ 0.],[ 123.78450046],0,[ 0.],[ 129.98096903]
71.0,14.2106,50.0784,[ 0.],[ 123.77870037],0,[ 0.],[ 129.9666864]
71.0,14.2106,50.0784,[ 0.],[ 123.77290092],0,[ 0.],[ 129.95240535]
71.0,14.2106,50.0784,[ 0.],[ 123.7671021],0,[ 0.],[ 129.93812586]
71.0,14.2106,50.0784,[ 0.],[ 123.76130392],0,[ 0.],[ 129.92384794]
71.0,14.2106,50.0784,[ 0.],[ 123.75550638],0,[ 0.],[ 129.90957159]
71.0,14.2106,50.0784,[ 0.],[ 123.74970948],0,[ 0.],[ 129.89529681]
71.0,14.2106,50.0784,[ 0.],[ 123.74391321],0,[ 0.],[ 129.8810236]
71.0,14.2106,50.0784,[ 0.],[ 123.73811758],0,[ 0.],[ 129.86675196]
71.0,14.2106,50.0784,[ 0.],[ 123.73232259],0,[ 0.],[ 129.85248188]
71.0,14.2106,50.0784,[ 0.],[ 123.72652823],0,[ 0.],[ 129.83821338]
71.0,14.2106,50.0784,[ 0.],[ 123.72073452],0,[ 0.],[ 129.82394644]
71.0,14.2106,50.0784,[ 0.],[ 123.71494143],0,[ 0.],[ 129.80968107]
71.0,14.2106,50.0784,[ 0.],[ 123.70914899],0,[ 0.],[ 129.79541726]
71.0,14.2106,50.0784,[ 0.],[ 123.70335718],0,[ 0.],[ 129.78115503]
71.0,14.2106,50.0784,[ 0.],[ 123.697566],0,[ 0.],[ 129.76689436]
71.0,14.2106,50.0784,[ 0.],[ 123.69177547],0,[ 0.],[ 129.75263526]
71.0,14.2106,50.0784,[ 0.],[ 123.68598557],0,[ 0.],[ 129.73837772]
71.0,14.2106,50.0784,[ 0.],[ 123.6801963],0,[ 0.],[ 129.72412175]
71.0,14.2106,50.0784,[ 0.],[ 123.67440767],0,[ 0.],[ 129.70986735]
71.0,14.2106,50.0784,[ 0.],[ 123.66861968],0,[ 0.],[ 129.69561451]
71.0,14.2106,50.0784,[ 0.],[ 123.66283233],0,[ 0.],[ 129.68136324]
71.0,14.2106,50.0784,[ 0.],[ 123.65704561],0,[ 0.],[ 129.66711354]
71.0,14.2106,50.0784,[ 0.],[ 123.65125952],0,[ 0.],[ 129.6528654]
71.0,14.2106,50.0784,[ 0.],[ 123.64547407],0,[ 0.],[ 129.63861883]
71.0,14.2106,50.0784,[ 0.],[ 123.63968926],0,[ 0.],[ 129.62437382]
71.0,14.2106,50.0784,[ 0.],[ 123.63390508],0,[ 0.],[ 129.61013038]
71.0,14.2106,50.0784,[ 0.],[ 123.62812154],0,[ 0.],[ 129.5958885]
71.0,14.2106,50.0784,[ 0.],[ 123.62233864],0,[ 0.],[ 129.58164819]
71.0,14.2106,50.0784,[ 0.],[ 123.61655636],0,[ 0.],[ 129.56740945]
71.0,14.2106,50.0784,[ 0.],[ 123.61077473],0,[ 0.],[ 129.55317226]
71.0,14.2106,50.0784,[ 0.],[ 123.60499373],0,[ 0.],[ 129.53893665]
71.0,14.2106,50.0784,[ 0.],[ 123.59921336],0,[ 0.],[ 129.52470259]
71.0,14.2106,50.0784,[ 0.],[ 123.59343363],0,[ 0.],[ 129.5104701]
71.0,14.2106,50.0784,[ 0.],[ 123.58765454],0,[ 0.],[ 129.49623918]
71.0,14.2106,50.0784,[ 0.],[ 123.58187608],0,[ 0.],[ 129.48200981]
71.0,14.2106,50.0784,[ 0.],[ 123.57609826],0,[ 0.],[ 129.46778202]
71.0,14.2106,50.0784,[ 0.],[ 123.57032107],0,[ 0.],[ 129.45355578]
71.0,14.2106,50.0784,[ 0.],[ 123.56454451],0,[ 0.],[ 129.43933111]
71.0,14.2106,50.0784,[ 0.],[ 123.55876859],0,[ 0.],[ 129.425108]
71.0,14.2106,50.0784,[ 0.],[ 123.55299331],0,[ 0.],[ 129.41088645]
71.0,14.2106,50.0784,[ 0.],[ 123.54721866],0,[ 0.],[ 129.39666647]
71.0,14.2106,50.0784,[ 0.],[ 123.54144464],0,[ 0.],[ 129.38244805]
71.0,14.2106,50.0784,[ 0.],[ 123.53567126],0,[ 0.],[ 129.36823119]
71.0,14.2106,50.0784,[ 0.],[ 123.52989851],0,[ 0.],[ 129.3540159]
71.0,14.2106,50.0784,[ 0.],[ 123.5241264],0,[ 0.],[ 129.33980216]
71.0,14.2106,50.0784,[ 0.],[ 123.51835492],0,[ 0.],[ 129.32558999]
71.0,14.2106,50.0784,[ 0.],[ 123.51258407],0,[ 0.],[ 129.31137938]
71.0,14.2106,50.0784,[ 0.],[ 123.50681386],0,[ 0.],[ 129.29717033]
71.0,14.244,50.0784,[ 0.],[ 123.50104429],0,[ 0.],[ 129.28296284]
71.0,14.244,50.0784,[ 0.],[ 123.49527534],0,[ 0.],[ 129.26875692]
71.0,14.244,50.0784,[ 0.],[ 123.48950704],0,[ 0.],[ 129.25455255]
71.0,14.244,50.0784,[ 0.],[ 123.48373936],0,[ 0.],[ 129.24034975]
71.0,14.244,50.0784,[ 0.],[ 123.47797232],0,[ 0.],[ 129.2261485]
71.0,14.244,50.0784,[ 0.],[ 123.47220591],0,[ 0.],[ 129.21194882]
71.0,14.244,50.0784,[ 0.5334711],[ 122.60158143],0,[ 321.10361819],[ 127.06805027]
71.0,14.244,50.0784,[ 0.],[ 122.59591132],0,[ 0.],[ 127.05408773]
71.0,14.244,50.0784,[ 0.014073],[ 122.56756887],0,[ 8.46676154],[ 126.9842949]
71.0,14.244,50.0784,[ 0.],[ 122.5619025],0,[ 0.],[ 126.97034156]
71.0,14.244,50.0784,[ 0.],[ 122.55623675],0,[ 0.],[ 126.95638975]
71.0,14.244,50.0784,[ 0.],[ 122.55057163],0,[ 0.],[ 126.94243947]
71.0,14.244,50.0784,[ 0.],[ 122.54490713],0,[ 0.],[ 126.92849073]
71.0,14.244,50.0784,[ 0.],[ 122.53924325],0,[ 0.],[ 126.91454351]
71.0,14.244,50.0784,[ 0.],[ 122.53357999],0,[ 0.],[ 126.90059784]
71.0,14.244,50.0784,[ 0.],[ 122.52791735],0,[ 0.],[ 126.88665369]
71.0,14.244,50.0784,[ 0.],[ 122.52225534],0,[ 0.],[ 126.87271107]
71.0,14.244,50.0784,[ 0.],[ 122.51659395],0,[ 0.],[ 126.85876999]
71.0,14.244,50.0784,[ 0.],[ 122.51093318],0,[ 0.],[ 126.84483044]
71.0,14.244,50.0784,[ 0.],[ 122.50527304],0,[ 0.],[ 126.83089242]
71.0,14.244,50.0784,[ 0.],[ 122.49961351],0,[ 0.],[ 126.81695594]
71.0,14.244,50.0784,[ 0.],[ 122.49395461],0,[ 0.],[ 126.80302098]
71.0,14.244,50.0784,[ 0.],[ 122.48829633],0,[ 0.],[ 126.78908756]
71.0,14.244,50.0784,[ 0.],[ 122.48263867],0,[ 0.],[ 126.77515566]
71.0,14.244,50.0784,[ 0.],[ 122.47698163],0,[ 0.],[ 126.7612253]
71.0,14.244,50.0784,[ 0.],[ 122.47132521],0,[ 0.],[ 126.74729647]
71.0,14.244,50.0784,[ 0.],[ 122.46566942],0,[ 0.],[ 126.73336917]
71.0,14.244,50.0784,[ 0.],[ 122.46001425],0,[ 0.],[ 126.7194434]
71.0,14.244,50.0784,[ 0.],[ 122.45435969],0,[ 0.],[ 126.70551915]
71.0,14.244,50.0784,[ 0.],[ 122.44870576],0,[ 0.],[ 126.69159644]
71.0,14.244,50.0784,[ 0.],[ 122.44305246],0,[ 0.],[ 126.67767526]
71.0,14.244,50.0784,[ 0.],[ 122.43739977],0,[ 0.],[ 126.66375561]
71.0,14.244,50.0784,[ 0.],[ 122.4317477],0,[ 0.],[ 126.64983749]
71.0,14.244,50.0784,[ 0.],[ 122.42609626],0,[ 0.],[ 126.6359209]
71.0,14.244,50.0784,[ 0.],[ 122.42044543],0,[ 0.],[ 126.62200583]
71.0,14.244,50.0784,[ 0.],[ 122.41479523],0,[ 0.],[ 126.6080923]
71.0,14.244,50.0784,[ 0.],[ 122.40914564],0,[ 0.],[ 126.59418029]
71.0,14.244,50.0784,[ 0.],[ 122.40349668],0,[ 0.],[ 126.58026982]
71.0,14.244,50.0784,[ 0.],[ 122.39784834],0,[ 0.],[ 126.56636087]
71.0,14.244,50.0784,[ 0.],[ 122.39220062],0,[ 0.],[ 126.55245345]
71.0,14.244,50.0784,[ 0.],[ 122.38655352],0,[ 0.],[ 126.53854756]
71.0,14.244,50.0784,[ 0.],[ 122.38090704],0,[ 0.],[ 126.52464319]
71.0,14.244,50.0784,[ 0.],[ 122.37526118],0,[ 0.],[ 126.51074036]
71.0,14.244,50.0784,[ 0.],[ 122.36961594],0,[ 0.],[ 126.49683905]
71.0,14.244,50.0784,[ 0.],[ 122.36397132],0,[ 0.],[ 126.48293927]
71.0,14.244,50.0784,[ 0.],[ 122.35832733],0,[ 0.],[ 126.46904102]
71.0,14.244,50.0784,[ 0.],[ 122.35268395],0,[ 0.],[ 126.45514429]
71.0,14.244,50.0784,[ 0.],[ 122.34704119],0,[ 0.],[ 126.44124909]
71.0,14.244,50.0784,[ 0.],[ 122.34139905],0,[ 0.],[ 126.42735542]
71.0,14.244,50.0784,[ 0.],[ 122.33575753],0,[ 0.],[ 126.41346327]
71.0,14.244,50.0784,[ 0.],[ 122.33011664],0,[ 0.],[ 126.39957266]
71.0,14.244,50.0784,[ 0.],[ 122.32447636],0,[ 0.],[ 126.38568356]
71.0,14.244,50.0784,[ 0.],[ 122.3188367],0,[ 0.],[ 126.371796]
71.0,14.244,50.0784,[ 0.],[ 122.31319766],0,[ 0.],[ 126.35790996]
71.0,14.244,50.0784,[ 0.],[ 122.30755924],0,[ 0.],[ 126.34402544]
71.0,14.244,50.0784,[ 0.],[ 122.30192144],0,[ 0.],[ 126.33014245]
71.0,14.244,50.0784,[ 0.],[ 122.29628426],0,[ 0.],[ 126.31626099]
71.0,14.244,50.0784,[ 0.],[ 122.2906477],0,[ 0.],[ 126.30238105]
71.0,14.244,50.0784,[ 0.],[ 122.28501176],0,[ 0.],[ 126.28850264]
71.0,14.244,50.0784,[ 0.],[ 122.27937644],0,[ 0.],[ 126.27462575]
71.0,14.4266,50.0784,[ 0.],[ 122.27374174],0,[ 0.],[ 126.26075039]
71.0,14.4266,50.0784,[ 0.],[ 122.26810765],0,[ 0.],[ 126.24687655]
71.0,14.4266,50.0784,[ 0.],[ 122.26247419],0,[ 0.],[ 126.23300423]
71.0,14.4266,50.0784,[ 0.],[ 122.25684134],0,[ 0.],[ 126.21913344]
71.0,14.4266,50.0784,[ 0.],[ 122.25120912],0,[ 0.],[ 126.20526418]
71.0,14.4266,50.0784,[ 0.],[ 122.24557751],0,[ 0.],[ 126.19139644]
71.0,14.4266,50.0784,[ 0.],[ 122.23994652],0,[ 0.],[ 126.17753022]
71.0,14.4266,50.0784,[ 0.],[ 122.23431615],0,[ 0.],[ 126.16366552]
71.0,14.4266,50.0784,[ 0.],[ 122.2286864],0,[ 0.],[ 126.14980235]
71.0,14.4266,50.0784,[ 0.],[ 122.22305727],0,[ 0.],[ 126.13594071]
71.0,14.4266,50.0784,[ 0.],[ 122.21742875],0,[ 0.],[ 126.12208058]
71.0,14.4266,50.0784,[ 0.],[ 122.21180086],0,[ 0.],[ 126.10822198]
71.0,14.4266,50.0784,[ 0.],[ 122.20617358],0,[ 0.],[ 126.0943649]
71.0,14.4266,50.0784,[ 0.],[ 122.20054692],0,[ 0.],[ 126.08050935]
71.0,14.4266,50.0784,[ 0.],[ 122.19492088],0,[ 0.],[ 126.06665531]
71.0,14.4266,50.0784,[ 0.],[ 122.18929546],0,[ 0.],[ 126.0528028]
71.0,14.4266,50.0784,[ 0.],[ 122.18367065],0,[ 0.],[ 126.03895181]
71.0,14.4266,50.0784,[ 0.],[ 122.17804647],0,[ 0.],[ 126.02510235]
71.0,14.4266,50.0784,[ 0.],[ 122.1724229],0,[ 0.],[ 126.0112544]
71.0,14.4266,50.0784,[ 0.],[ 122.16679995],0,[ 0.],[ 125.99740798]
71.0,14.4266,50.0784,[ 0.],[ 122.16117761],0,[ 0.],[ 125.98356308]
71.0,14.4266,50.0784,[ 0.],[ 122.1555559],0,[ 0.],[ 125.9697197]
71.0,14.4266,50.0784,[ 0.],[ 122.1499348],0,[ 0.],[ 125.95587784]
71.0,14.4266,50.0784,[ 0.],[ 122.14431432],0,[ 0.],[ 125.9420375]
71.0,14.4266,50.0784,[ 0.],[ 122.13869446],0,[ 0.],[ 125.92819868]
71.0,14.4266,50.0784,[ 0.],[ 122.13307522],0,[ 0.],[ 125.91436138]
71.0,14.4266,50.0784,[ 0.],[ 122.12745659],0,[ 0.],[ 125.90052561]
71.0,14.4266,50.0784,[ 0.],[ 122.12183858],0,[ 0.],[ 125.88669135]
71.0,14.4266,50.0784,[ 0.],[ 122.11622119],0,[ 0.],[ 125.87285862]
71.0,14.4266,50.0784,[ 0.],[ 122.11060441],0,[ 0.],[ 125.8590274]
71.0,14.4266,50.0784,[ 0.],[ 122.10498826],0,[ 0.],[ 125.8451977]
71.0,14.4266,50.0784,[ 0.],[ 122.09937272],0,[ 0.],[ 125.83136953]
71.0,14.4266,50.0784,[ 0.],[ 122.09375779],0,[ 0.],[ 125.81754287]
71.0,14.4266,50.0784,[ 0.],[ 122.08814349],0,[ 0.],[ 125.80371773]
71.0,14.4266,50.0784,[ 0.],[ 122.0825298],0,[ 0.],[ 125.78989411]
71.0,14.4266,50.0784,[ 0.],[ 122.07691672],0,[ 0.],[ 125.77607201]
71.0,14.4266,50.0784,[ 0.],[ 122.07130427],0,[ 0.],[ 125.76225143]
71.0,14.4266,50.0784,[ 0.],[ 122.06569243],0,[ 0.],[ 125.74843237]
71.0,14.4266,50.0784,[ 0.],[ 122.06008121],0,[ 0.],[ 125.73461483]
71.0,14.4266,50.0784,[ 0.],[ 122.0544706],0,[ 0.],[ 125.7207988]
71.0,14.4266,50.0784,[ 0.],[ 122.04886061],0,[ 0.],[ 125.70698429]
71.0,14.4266,50.0784,[ 0.],[ 122.04325124],0,[ 0.],[ 125.6931713]
71.0,14.4266,50.0784,[ 0.],[ 122.03764248],0,[ 0.],[ 125.67935983]
71.0,14.4266,50.0784,[ 0.],[ 122.03203434],0,[ 0.],[ 125.66554988]
71.0,14.4266,50.0784,[ 0.],[ 122.02642682],0,[ 0.],[ 125.65174144]
71.0,14.4266,50.0784,[ 0.],[ 122.02081991],0,[ 0.],[ 125.63793452]
71.0,14.4266,50.0784,[ 0.],[ 122.01521362],0,[ 0.],[ 125.62412912]
71.0,14.4266,50.0784,[ 0.],[ 122.00960794],0,[ 0.],[ 125.61032524]
71.0,14.4266,50.0784,[ 0.],[ 122.00400288],0,[ 0.],[ 125.59652287]
